team,player_name,position,caps,club,overall,pace,shooting,passing,dribbling,defending,physic,preferred_foot,total_goals,total_assists,total_minutes,market_value_in_eur,photo_url
Argentina,Giuliano Simeone,FWD,13,,85.0,80.0,74.0,67.0,78.0,35.0,72.0,Right,13.0,19.0,7541.0,40000000.0,https://ui-avatars.com/api/?name=Giuliano%20Simeone&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Argentina,Nico Paz,FWD,9,,82.0,72.0,71.0,68.0,85.0,27.0,74.0,Right,20.0,17.0,6114.0,65000000.0,https://ui-avatars.com/api/?name=Nico%20Paz&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Argentina,Nicolás Otamendi,DEF,132,,76.0,70.0,48.0,69.0,62.0,79.0,78.0,Right,34.0,22.0,48048.0,1000000.0,https://ui-avatars.com/api/?name=Nicol%C3%A1s%20Otamendi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Argentina,Alexis Mac Allister,MID,46,,85.0,69.0,75.0,84.0,83.0,73.0,76.0,Right,37.0,26.0,17699.0,80000000.0,https://ui-avatars.com/api/?name=Alexis%20Mac%20Allister&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Argentina,José Manuel López,FWD,5,,76.0,77.0,77.0,69.0,76.0,30.0,67.0,Right,1.0,0.0,162.0,22000000.0,https://ui-avatars.com/api/?name=Jos%C3%A9%20Manuel%20L%C3%B3pez&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Argentina,Lautaro Martínez,FWD,77,,87.0,83.0,87.0,72.0,84.0,42.0,78.0,Right,175.0,55.0,26275.0,85000000.0,https://ui-avatars.com/api/?name=Lautaro%20Mart%C3%ADnez&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Argentina,Emiliano Martínez,GK,59,,87.0,50.0,30.0,55.0,40.0,25.0,78.0,Right,0.0,1.0,24956.0,15000000.0,https://ui-avatars.com/api/?name=Emiliano%20Mart%C3%ADnez&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Argentina,Emiliano Martínez,GK,59,,87.0,50.0,30.0,55.0,40.0,25.0,78.0,Right,0.0,1.0,24956.0,15000000.0,https://ui-avatars.com/api/?name=Emiliano%20Mart%C3%ADnez&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Argentina,Enzo Fernández,MID,42,,85.0,71.0,73.0,83.0,82.0,78.0,77.0,Right,32.0,30.0,15033.0,90000000.0,https://ui-avatars.com/api/?name=Enzo%20Fern%C3%A1ndez&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Argentina,Facundo Medina,DEF,9,,80.0,76.0,51.0,67.0,66.0,80.0,79.0,Right,6.0,10.0,15050.0,18000000.0,https://ui-avatars.com/api/?name=Facundo%20Medina&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Argentina,Nahuel Molina,DEF,58,,83.0,79.0,41.0,65.0,67.0,77.0,80.0,Right,19.0,26.0,16256.0,15000000.0,https://ui-avatars.com/api/?name=Nahuel%20Molina&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,Alexander Schlager,GK,26,,73.0,40.0,20.0,51.0,34.0,19.0,68.0,Right,0.0,1.0,1326.0,2500000.0,https://ui-avatars.com/api/?name=Alexander%20Schlager&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,David Affengruber,DEF,1,,70.0,58.0,45.0,71.0,53.0,72.0,76.0,Right,1.0,2.0,3006.0,9000000.0,https://ui-avatars.com/api/?name=David%20Affengruber&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,Kevin Danso,DEF,32,,71.0,63.0,37.0,57.0,68.0,75.0,71.0,Right,7.0,9.0,17360.0,20000000.0,https://ui-avatars.com/api/?name=Kevin%20Danso&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,Xaver Schlager,MID,51,,73.0,68.0,68.0,80.0,70.0,64.0,63.0,Right,8.0,19.0,14191.0,10000000.0,https://ui-avatars.com/api/?name=Xaver%20Schlager&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,Stefan Posch,DEF,52,,74.0,71.0,41.0,65.0,63.0,81.0,76.0,Right,10.0,5.0,19107.0,5500000.0,https://ui-avatars.com/api/?name=Stefan%20Posch&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,Nicolas Seiwald,MID,47,,78.0,61.0,76.0,75.0,69.0,61.0,71.0,Right,0.0,5.0,6936.0,22000000.0,https://ui-avatars.com/api/?name=Nicolas%20Seiwald&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,Marko Arnautović,FWD,133,,73.0,89.0,77.0,61.0,84.0,25.0,70.0,Right,91.0,56.0,24075.0,2500000.0,https://ui-avatars.com/api/?name=Marko%20Arnautovi%C4%87&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,David Alaba,DEF,113,,75.0,60.0,46.0,57.0,68.0,76.0,71.0,Right,35.0,60.0,41120.0,3500000.0,https://ui-avatars.com/api/?name=David%20Alaba&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,Marcel Sabitzer,MID,98,,74.0,67.0,55.0,74.0,72.0,61.0,66.0,Right,57.0,53.0,26440.0,7000000.0,https://ui-avatars.com/api/?name=Marcel%20Sabitzer&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,Florian Grillitsch,MID,58,,78.0,79.0,75.0,76.0,74.0,50.0,70.0,Right,16.0,25.0,22384.0,2000000.0,https://ui-avatars.com/api/?name=Florian%20Grillitsch&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,Michael Gregoritsch,FWD,75,,74.0,86.0,69.0,74.0,78.0,36.0,75.0,Right,82.0,32.0,19346.0,1500000.0,https://ui-avatars.com/api/?name=Michael%20Gregoritsch&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,Florian Wiegele,GK,1,,72.0,46.0,30.0,57.0,41.0,23.0,69.0,Right,0.0,0.0,750.0,2200000.0,https://ui-avatars.com/api/?name=Florian%20Wiegele&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,Patrick Pentz,GK,18,,79.0,40.0,31.0,50.0,33.0,19.0,68.0,Right,0.0,0.0,7575.0,2200000.0,https://ui-avatars.com/api/?name=Patrick%20Pentz&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,Saša Kalajdžić,FWD,22,,70.0,73.0,80.0,56.0,83.0,30.0,67.0,Right,26.0,13.0,4528.0,2000000.0,https://ui-avatars.com/api/?name=Sa%C5%A1a%20Kalajd%C5%BEi%C4%87&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,Philipp Lienhart,DEF,41,,78.0,77.0,55.0,65.0,63.0,78.0,81.0,Right,15.0,2.0,20997.0,12000000.0,https://ui-avatars.com/api/?name=Philipp%20Lienhart&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,Phillipp Mwene,DEF,30,,81.0,73.0,57.0,66.0,58.0,81.0,82.0,Right,8.0,19.0,14670.0,1500000.0,https://ui-avatars.com/api/?name=Phillipp%20Mwene&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,Carney Chukwuemeka,MID,3,,75.0,62.0,77.0,69.0,77.0,70.0,69.0,Right,6.0,4.0,2535.0,20000000.0,https://ui-avatars.com/api/?name=Carney%20Chukwuemeka&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,Romano Schmid,MID,34,,80.0,64.0,69.0,71.0,80.0,76.0,74.0,Right,15.0,28.0,11939.0,15000000.0,https://ui-avatars.com/api/?name=Romano%20Schmid&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,Dejan Ljubičić,MID,9,,72.0,76.0,64.0,79.0,70.0,55.0,71.0,Right,9.0,5.0,6249.0,5000000.0,https://ui-avatars.com/api/?name=Dejan%20Ljubi%C4%8Di%C4%87&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,Konrad Laimer,MID,57,,75.0,70.0,73.0,67.0,75.0,57.0,79.0,Right,22.0,40.0,21304.0,32000000.0,https://ui-avatars.com/api/?name=Konrad%20Laimer&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,Patrick Wimmer,FWD,30,,73.0,74.0,80.0,62.0,78.0,40.0,70.0,Right,17.0,28.0,8510.0,15000000.0,https://ui-avatars.com/api/?name=Patrick%20Wimmer&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,Alexander Prass,MID,19,,72.0,73.0,63.0,78.0,80.0,70.0,66.0,Right,3.0,4.0,3441.0,7000000.0,https://ui-avatars.com/api/?name=Alexander%20Prass&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,Marco Friedl,DEF,11,,76.0,60.0,36.0,58.0,66.0,76.0,81.0,Right,4.0,7.0,16719.0,12000000.0,https://ui-avatars.com/api/?name=Marco%20Friedl&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,Paul Wanner,MID,3,,70.0,67.0,65.0,80.0,81.0,57.0,76.0,Right,10.0,7.0,4234.0,18000000.0,https://ui-avatars.com/api/?name=Paul%20Wanner&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,Michael Svoboda,DEF,4,,78.0,72.0,46.0,66.0,63.0,80.0,73.0,Right,1.0,0.0,2856.0,900000.0,https://ui-avatars.com/api/?name=Michael%20Svoboda&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Austria,Alessandro Schöpf,MID,35,,78.0,80.0,65.0,70.0,82.0,54.0,70.0,Right,17.0,15.0,11836.0,900000.0,https://ui-avatars.com/api/?name=Alessandro%20Sch%C3%B6pf&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Yazeed Abulaila,GK,76,,76.0,41.0,33.0,52.0,40.0,19.0,75.0,Right,,,,,https://ui-avatars.com/api/?name=Yazeed%20Abulaila&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Mohammad Abu Hashish,DEF,56,,79.0,79.0,53.0,64.0,58.0,79.0,73.0,Right,0.0,0.0,640.0,150000.0,https://ui-avatars.com/api/?name=Mohammad%20Abu%20Hashish&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Abdallah Nasib,DEF,65,,79.0,55.0,38.0,63.0,51.0,74.0,79.0,Right,0.0,0.0,22.0,100000.0,https://ui-avatars.com/api/?name=Abdallah%20Nasib&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Husam Abu Dahab,DEF,18,,75.0,60.0,50.0,65.0,56.0,84.0,82.0,Right,0.0,0.0,334.0,3000000.0,https://ui-avatars.com/api/?name=Husam%20Abu%20Dahab&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Yazan Al-Arab,DEF,80,,72.0,79.0,54.0,71.0,67.0,73.0,71.0,Right,,,,,https://ui-avatars.com/api/?name=Yazan%20Al-Arab&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Amer Jamous,MID,19,,77.0,80.0,67.0,79.0,82.0,61.0,74.0,Right,,,,,https://ui-avatars.com/api/?name=Amer%20Jamous&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Mohammad Abu Zrayq,FWD,41,,69.0,86.0,76.0,65.0,74.0,27.0,64.0,Right,0.0,0.0,640.0,150000.0,https://ui-avatars.com/api/?name=Mohammad%20Abu%20Zrayq&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Noor Al-Rawabdeh,MID,68,,72.0,71.0,68.0,77.0,79.0,73.0,68.0,Right,,,,,https://ui-avatars.com/api/?name=Noor%20Al-Rawabdeh&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Ali Olwan,FWD,66,,68.0,82.0,74.0,73.0,73.0,36.0,58.0,Right,1.0,3.0,8729.0,100000.0,https://ui-avatars.com/api/?name=Ali%20Olwan&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Musa Al-Taamari,FWD,92,,70.0,88.0,72.0,57.0,73.0,27.0,65.0,Right,0.0,0.0,11.0,150000.0,https://ui-avatars.com/api/?name=Musa%20Al-Taamari&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Odeh Al-Fakhouri,FWD,10,,73.0,84.0,81.0,70.0,83.0,40.0,60.0,Right,,,,,https://ui-avatars.com/api/?name=Odeh%20Al-Fakhouri&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Nour Bani Attiah,GK,5,,75.0,51.0,26.0,47.0,34.0,26.0,73.0,Right,,,,,https://ui-avatars.com/api/?name=Nour%20Bani%20Attiah&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Mahmoud Al-Mardi,FWD,89,,68.0,77.0,74.0,73.0,78.0,35.0,68.0,Right,,,,,https://ui-avatars.com/api/?name=Mahmoud%20Al-Mardi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Rajaei Ayed,MID,72,,74.0,70.0,65.0,79.0,68.0,70.0,66.0,Right,,,,,https://ui-avatars.com/api/?name=Rajaei%20Ayed&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Ibrahim Sadeh,MID,57,,74.0,70.0,66.0,79.0,75.0,68.0,69.0,Right,9.0,11.0,6551.0,2000000.0,https://ui-avatars.com/api/?name=Ibrahim%20Sadeh&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Mo Abualnadi,DEF,18,,74.0,72.0,50.0,69.0,55.0,82.0,78.0,Right,0.0,0.0,4.0,25000.0,https://ui-avatars.com/api/?name=Mo%20Abualnadi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Salim Obaid,DEF,11,,72.0,67.0,55.0,57.0,65.0,84.0,82.0,Right,0.0,0.0,56.0,50000.0,https://ui-avatars.com/api/?name=Salim%20Obaid&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Mohammad Taha,MID,2,,68.0,80.0,74.0,69.0,73.0,70.0,76.0,Right,0.0,0.0,90.0,75000.0,https://ui-avatars.com/api/?name=Mohammad%20Taha&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Saed Al-Rosan,DEF,21,,79.0,63.0,36.0,67.0,58.0,77.0,80.0,Right,7.0,13.0,5443.0,100000.0,https://ui-avatars.com/api/?name=Saed%20Al-Rosan&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Mohannad Abu Taha,MID,29,,76.0,63.0,60.0,77.0,78.0,63.0,61.0,Right,0.0,0.0,9.0,150000.0,https://ui-avatars.com/api/?name=Mohannad%20Abu%20Taha&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Nizar Al-Rashdan,MID,47,,75.0,60.0,77.0,67.0,68.0,73.0,78.0,Right,,,,,https://ui-avatars.com/api/?name=Nizar%20Al-Rashdan&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Abdallah Al-Fakhouri,GK,11,,69.0,40.0,23.0,52.0,32.0,18.0,68.0,Right,32.0,9.0,6786.0,4000000.0,https://ui-avatars.com/api/?name=Abdallah%20Al-Fakhouri&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Ihsan Haddad,DEF,92,,76.0,67.0,51.0,60.0,51.0,80.0,71.0,Right,,,,,https://ui-avatars.com/api/?name=Ihsan%20Haddad&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Ali Azaizeh,FWD,4,,70.0,87.0,73.0,73.0,80.0,25.0,67.0,Right,8.0,34.0,24689.0,75000.0,https://ui-avatars.com/api/?name=Ali%20Azaizeh&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Mohammad Al-Dawoud,MID,13,,70.0,58.0,56.0,80.0,79.0,57.0,77.0,Right,,,,,https://ui-avatars.com/api/?name=Mohammad%20Al-Dawoud&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Jordan,Anas Badawi,DEF,1,,69.0,79.0,47.0,55.0,55.0,80.0,80.0,Right,,,,,https://ui-avatars.com/api/?name=Anas%20Badawi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,David Ospina,GK,130,,76.0,54.0,29.0,49.0,43.0,26.0,68.0,Right,0.0,1.0,19641.0,200000.0,https://ui-avatars.com/api/?name=David%20Ospina&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,Daniel Muñoz,DEF,46,,71.0,78.0,54.0,58.0,64.0,75.0,84.0,Right,25.0,32.0,17915.0,27000000.0,https://ui-avatars.com/api/?name=Daniel%20Mu%C3%B1oz&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,Jhon Lucumí,DEF,37,,77.0,63.0,47.0,58.0,53.0,72.0,84.0,Right,5.0,5.0,21902.0,25000000.0,https://ui-avatars.com/api/?name=Jhon%20Lucum%C3%AD&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,Santiago Arias,DEF,68,,72.0,79.0,54.0,54.0,54.0,75.0,84.0,Right,12.0,24.0,19602.0,1500000.0,https://ui-avatars.com/api/?name=Santiago%20Arias&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,Kevin Castaño,MID,25,,71.0,72.0,56.0,77.0,71.0,59.0,72.0,Right,1.0,4.0,1759.0,6500000.0,https://ui-avatars.com/api/?name=Kevin%20Casta%C3%B1o&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,Richard Ríos,MID,32,,79.0,66.0,62.0,67.0,83.0,63.0,68.0,Right,6.0,8.0,3931.0,22000000.0,https://ui-avatars.com/api/?name=Richard%20R%C3%ADos&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,Luis Díaz,FWD,74,,84.0,88.0,78.0,76.0,85.0,42.0,68.0,Right,104.0,59.0,20512.0,70000000.0,https://ui-avatars.com/api/?name=Luis%20D%C3%ADaz&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,Jorge Carrascal,MID,24,,74.0,68.0,57.0,69.0,80.0,59.0,72.0,Right,18.0,21.0,9084.0,11000000.0,https://ui-avatars.com/api/?name=Jorge%20Carrascal&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,Jhon Córdoba,FWD,21,,73.0,84.0,79.0,59.0,81.0,33.0,77.0,Right,124.0,53.0,24285.0,10000000.0,https://ui-avatars.com/api/?name=Jhon%20C%C3%B3rdoba&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,James Rodríguez,MID,126,,78.0,60.0,78.0,85.0,82.0,38.0,55.0,Right,84.0,100.0,21090.0,2000000.0,https://ui-avatars.com/api/?name=James%20Rodr%C3%ADguez&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,Jhon Arias,MID,38,,76.0,59.0,76.0,71.0,75.0,56.0,73.0,Right,3.0,2.0,1919.0,15000000.0,https://ui-avatars.com/api/?name=Jhon%20Arias&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,Camilo Vargas,GK,42,,79.0,42.0,24.0,57.0,33.0,24.0,65.0,Right,1.0,2.0,3529.0,1200000.0,https://ui-avatars.com/api/?name=Camilo%20Vargas&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,Yerry Mina,DEF,54,,71.0,79.0,47.0,56.0,59.0,78.0,75.0,Right,14.0,2.0,13632.0,3000000.0,https://ui-avatars.com/api/?name=Yerry%20Mina&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,Gustavo Puerta,DEF,6,,72.0,80.0,37.0,67.0,60.0,77.0,73.0,Right,0.0,0.0,274.0,5000000.0,https://ui-avatars.com/api/?name=Gustavo%20Puerta&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,Juan Portilla,MID,10,,74.0,76.0,76.0,79.0,81.0,65.0,68.0,Right,18.0,10.0,4249.0,12000000.0,https://ui-avatars.com/api/?name=Juan%20Portilla&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,Jefferson Lerma,MID,65,,73.0,72.0,66.0,67.0,74.0,63.0,76.0,Right,10.0,14.0,20713.0,8000000.0,https://ui-avatars.com/api/?name=Jefferson%20Lerma&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,Johan Mojica,DEF,45,,72.0,60.0,38.0,56.0,68.0,72.0,78.0,Right,5.0,18.0,16893.0,1800000.0,https://ui-avatars.com/api/?name=Johan%20Mojica&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,Willer Ditta,DEF,5,,75.0,62.0,53.0,57.0,67.0,83.0,73.0,Right,,,,,https://ui-avatars.com/api/?name=Willer%20Ditta&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,Cucho Hernández,FWD,9,,85.0,88.0,70.0,76.0,78.0,80.0,82.0,Right,36.0,13.0,10622.0,18000000.0,https://ui-avatars.com/api/?name=Cucho%20Hern%C3%A1ndez&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,Juan Fernando Quintero,MID,49,,72.0,67.0,71.0,77.0,80.0,56.0,69.0,Right,6.0,8.0,2857.0,2000000.0,https://ui-avatars.com/api/?name=Juan%20Fernando%20Quintero&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,Jaminton Campaz,FWD,10,,71.0,75.0,76.0,60.0,79.0,30.0,74.0,Right,,,,,https://ui-avatars.com/api/?name=Jaminton%20Campaz&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,Deiver Machado,DEF,15,,77.0,65.0,53.0,51.0,52.0,82.0,75.0,Right,9.0,10.0,8146.0,2000000.0,https://ui-avatars.com/api/?name=Deiver%20Machado&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,Davinson Sánchez,DEF,79,,72.0,80.0,50.0,70.0,56.0,82.0,77.0,Right,20.0,7.0,28063.0,16000000.0,https://ui-avatars.com/api/?name=Davinson%20S%C3%A1nchez&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,Álvaro Montero,GK,12,,72.0,43.0,25.0,46.0,38.0,18.0,77.0,Right,0.0,0.0,92.0,10000000.0,https://ui-avatars.com/api/?name=%C3%81lvaro%20Montero&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,Luis Suárez,FWD,12,,77.0,75.0,70.0,57.0,77.0,37.0,65.0,Right,289.0,149.0,35950.0,1500000.0,https://ui-avatars.com/api/?name=Luis%20Su%C3%A1rez&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
Colombia,Andrés Gómez,FWD,8,,76.0,72.0,78.0,70.0,77.0,31.0,69.0,Right,3.0,0.0,369.0,8000000.0,https://ui-avatars.com/api/?name=Andr%C3%A9s%20G%C3%B3mez&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
DR Congo,Lionel Mpasi,GK,29,,74.0,48.0,30.0,50.0,39.0,22.0,65.0,Right,0.0,0.0,14.0,50000.0,https://ui-avatars.com/api/?name=Lionel%20Mpasi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
DR Congo,Aaron Wan-Bissaka,DEF,12,,69.0,58.0,39.0,58.0,66.0,74.0,74.0,Right,4.0,24.0,24752.0,22000000.0,https://ui-avatars.com/api/?name=Aaron%20Wan-Bissaka&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
DR Congo,Steve Kapuadi,DEF,4,,70.0,74.0,49.0,52.0,69.0,84.0,82.0,Right,0.0,1.0,899.0,2500000.0,https://ui-avatars.com/api/?name=Steve%20Kapuadi&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
DR Congo,Axel Tuanzebe,DEF,14,,68.0,78.0,54.0,67.0,67.0,77.0,83.0,Right,1.0,1.0,5657.0,5000000.0,https://ui-avatars.com/api/?name=Axel%20Tuanzebe&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
DR Congo,Dylan Batubinsika,DEF,14,,69.0,69.0,49.0,55.0,64.0,73.0,73.0,Right,6.0,2.0,10475.0,700000.0,https://ui-avatars.com/api/?name=Dylan%20Batubinsika&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
DR Congo,Ngal'ayel Mukau,MID,14,,74.0,65.0,69.0,67.0,81.0,64.0,72.0,Right,4.0,1.0,5650.0,12000000.0,https://ui-avatars.com/api/?name=Ngal%27ayel%20Mukau&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
DR Congo,Nathanaël Mbuku,MID,19,,76.0,59.0,62.0,81.0,80.0,50.0,61.0,Right,6.0,3.0,4133.0,2000000.0,https://ui-avatars.com/api/?name=Nathana%C3%ABl%20Mbuku&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
DR Congo,Samuel Moutoussamy,MID,58,,79.0,71.0,56.0,71.0,80.0,72.0,65.0,Right,6.0,10.0,13268.0,1200000.0,https://ui-avatars.com/api/?name=Samuel%20Moutoussamy&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
DR Congo,Brian Cipenga,FWD,8,,75.0,73.0,68.0,59.0,85.0,27.0,62.0,Right,7.0,6.0,6170.0,3000000.0,https://ui-avatars.com/api/?name=Brian%20Cipenga&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
DR Congo,Théo Bongonda,MID,38,,69.0,74.0,65.0,81.0,83.0,75.0,61.0,Right,67.0,49.0,21053.0,4000000.0,https://ui-avatars.com/api/?name=Th%C3%A9o%20Bongonda&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
DR Congo,Gaël Kakuta,FWD,31,,71.0,78.0,69.0,60.0,72.0,31.0,62.0,Right,35.0,34.0,16389.0,300000.0,https://ui-avatars.com/api/?name=Ga%C3%ABl%20Kakuta&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
DR Congo,Joris Kayembe,DEF,26,,72.0,74.0,50.0,68.0,58.0,76.0,77.0,Right,9.0,21.0,18311.0,2500000.0,https://ui-avatars.com/api/?name=Joris%20Kayembe&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
DR Congo,Meschak Elia,FWD,69,,76.0,76.0,77.0,56.0,80.0,35.0,61.0,Right,4.0,0.0,1360.0,1500000.0,https://ui-avatars.com/api/?name=Meschak%20Elia&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
DR Congo,Noah Sadiki,MID,20,,73.0,79.0,76.0,66.0,74.0,55.0,73.0,Right,1.0,6.0,8679.0,30000000.0,https://ui-avatars.com/api/?name=Noah%20Sadiki&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
DR Congo,Aaron Tshibola,MID,17,,68.0,75.0,61.0,65.0,82.0,50.0,60.0,Right,6.0,2.0,7119.0,150000.0,https://ui-avatars.com/api/?name=Aaron%20Tshibola&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
DR Congo,Timothy Fayulu,GK,3,,75.0,43.0,23.0,57.0,40.0,18.0,76.0,Right,0.0,0.0,81.0,150000.0,https://ui-avatars.com/api/?name=Timothy%20Fayulu&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
DR Congo,Cédric Bakambu,FWD,70,,77.0,80.0,74.0,58.0,83.0,30.0,73.0,Right,102.0,23.0,17665.0,1400000.0,https://ui-avatars.com/api/?name=C%C3%A9dric%20Bakambu&background=0d1f3c&color=00e5ff&size=120&bold=true&rounded=true
